85106,1740
85186,471
84044,1479
85190,1499
85191,1499
85185,1580
85187,1580
84496,200
85178,1533
83896,1347
85183,1580
85189,1689
84699,1678
84510,1568
85184,1580
84481,353
77546,92
84257,1353
82836,0
85181,1741
82660,429
81467,25
84135,1514
85182,0
85089,1740
84943,1738
85163,1369
85175,0
85172,208
57454,132
49408,130
70632,0
83975,0
84902,891
66074,0
85171,208
44212,300
85170,1574
84365,449
85162,1369
85161,1369
75358,58
84478,1357
85165,525
85042,1579
85152,547
85151,825
85158,1133
84808,414
77160,42
85144,953
85153,1490
79949,424
85147,234
85117,1230
85030,235
76097,634
84975,950
85143,847
85142,847
85101,1285
84986,418
85129,25
85135,955
85132,953
84598,181
85040,0
85131,1631
85043,0
85123,1062
85034,0
83710,1557
85119,944
85062,731
85115,573
85114,573
84814,726
84874,770
82010,816
84664,347
83566,307
77159,42
77161,42
83643,1506
85097,0
84612,18
84971,232
85088,985
84507,459
85048,672
85060,1338
84989,965
84711,1491
85075,469
85078,0
85052,236
82283,1292
85050,236
85076,623
54231,0
83758,943
83055,435
83579,1614
82797,1603
83625,1615
62344,945
82804,1604
72025,0
83709,1557
83691,0
78449,742
83589,490
83631,1092
78583,1300
76899,37
78348,63
77162,42
78012,57
83470,1446
80257,132
83561,1604
81283,1429
79120,860
83452,887
81540,1526
77108,1613
80464,1268
73884,1471
83548,1614
72334,349
83128,79
83491,278
83454,205
83499,206
83308,519
83475,522
83472,522
83459,1201
81871,0
82899,1546
83421,0
83416,0
83389,521
71325,1535
68280,0
68375,1
81733,1443
83393,397
83379,356
83369,0
83344,396
79978,377
83307,519
71965,1544
71303,1535
69560,1510
59612,1362
83298,0
82096,316
77005,1559
83273,1708
83168,930
82612,0
82279,724
81796,1029
83169,1407
75925,973
83194,1029
83191,0
81347,1004
81348,1004
83192,2
83183,2
83146,112
80694,730
80706,731
83108,932
82369,1539
82119,1629
63827,640
75298,201
77214,229
75299,201
75480,204
83062,436
83065,173
82984,931
75075,262
83043,1365
82540,379
82520,379
75720,1139
83009,0
83000,945
82920,0
83002,0
82956,0
81374,1309
79629,1255
79628,1255
76519,419
56405,1161
52524,724
71873,734
46989,40
76461,465
71082,393
70820,390
76456,0
76455,0
74658,0
76406,415
76403,415
76402,0
46730,1065
47059,376
76323,0
58385,1235
76101,604
71939,0
70317,1359
74814,959
74511,125
74002,88
75891,1595
75937,989
74583,127
