ch_changeIdNum,COUNT(ch_changeIdNum)
12006,21
12007,11
12009,31
12010,31
12011,31
12012,31
12013,31
12014,31
12015,31
12017,76
12018,77
12019,77
12020,10
12021,38
12022,2
12023,71
12026,2
12031,9
12036,21
12038,11
12039,349
12041,1
12042,16
12043,16
12045,84
12062,21
12074,7
12075,234
12076,234
12083,1
12088,83
12090,39
12097,22
12098,11
12143,10
12172,15
12213,16
12227,87
12238,9
12251,84
12258,16
12264,16
12274,88
12285,85
12292,85
12293,351
12347,11
12412,2
12416,22
12417,22
12425,1
12426,1
12427,1
12428,1
12429,1
12430,1
12431,1
12432,1
12433,1
12434,1
12437,1
12453,13
12456,9
12457,9
12477,4
12516,22
12556,33
12580,235
12584,86
12586,1
12594,16
12604,1
12628,17
12643,1
12646,28
12647,28
12648,33
12649,33
12651,1
12652,1
12656,353
12658,33
12662,88
12663,33
12664,354
12665,17
12666,17
12667,28
12669,86
12670,1
12671,34
12672,88
12675,35
12679,35
12683,86
12685,20
12686,16
12690,1
12691,9
12693,30
12695,31
12696,35
12698,16
12699,35
12701,38
12702,35
12703,1
12704,4
12705,4
12709,35
12710,35
12714,87
12715,2
12716,2
12717,11
12719,5
12720,11
12725,35
12727,61
12734,88
12737,89
12738,89
12739,91
12740,91
12741,88
12742,93
12743,358
12744,2
12750,23
12754,94
12756,10
12757,10
12758,2
12760,15
12761,36
12762,5
12764,37
12767,37
12768,37
12771,2
12827,9
12842,11
12904,88
12931,6
12954,2
12956,2
12988,12
13056,5
13064,2
13363,21
13364,21
13365,21
13374,2
13405,10
13441,17
13442,66
13443,23
13448,18
13449,4
13450,4
13451,4
13452,4
13454,11
13458,17
13460,21
13461,39
13475,40
13476,40
13477,40
13483,3
13486,23
13487,23
13489,37
13492,4
13493,1
13494,23
13495,5
13497,23
13499,12
13508,20
13512,38
13513,16
13515,6
13516,13
13521,20
13522,14
13528,15
13529,360
13530,361
13532,361
13533,1
13534,1
13541,15
13543,34
13544,13
13545,25
13546,34
13548,5
13549,3
13550,13
13551,363
13552,363
13553,363
13554,13
13556,25
13557,25
13558,25
13559,4
13560,70
13561,35
13562,35
13563,35
13564,39
13565,365
13566,367
13567,368
13568,73
13569,13
13570,13
13575,2
13580,1
13582,4
13583,1
13584,94
13589,94
13590,94
13591,94
13592,94
13596,73
13598,99
13601,20
13603,10
13604,99
13606,2
13679,2
13849,29
13926,73
13966,16
14008,16
14014,38
14026,20
14027,20
14028,20
14029,20
14059,16
14084,42
14088,14
14089,42
14114,12
14132,29
14137,102
14169,12
14170,12
14172,12
14173,12
14181,2
14185,102
14189,5
14199,6
14202,7
14204,4
14208,18
14209,102
14212,16
14215,17
14218,21
14219,8
14224,18
14225,18
14228,6
14231,17
14233,22
14234,9
14235,10
14237,45
14239,38
14242,46
14243,1
14246,2
14250,5
14251,1
14252,6
14253,7
14254,8
14257,2
14258,2
14263,6
14265,7
14266,7
14271,5
14272,8
14275,6
14276,8
14277,75
14278,39
14279,17
14280,76
14282,3
14283,106
14284,106
14285,106
14286,106
14287,106
14288,106
14289,106
14290,106
14291,106
14292,29
14303,3
14305,4
14306,5
14307,6
14308,11
14309,12
14317,13
14318,13
14324,115
14333,7
14338,23
14342,8
14415,12
14521,76
14522,29
14537,24
14561,2
14579,29
14589,2
14607,3
14624,12
14625,2
14630,52
14653,2
14666,24
14712,9
14714,2
14743,9
14761,29
14774,2
14778,2
14802,2
14873,52
14879,2
14887,2
14890,9
14892,24
14895,6
14896,5
14897,52
14905,7
14912,1
14913,1
14914,1
14915,2
14917,2
14924,2
14925,40
14928,19
14930,19
14932,1
14936,1
14937,10
14939,19
14943,11
14944,12
14946,52
14947,52
14950,21
14951,52
14955,2
14956,2
14957,2
14961,2
14962,13
14963,14
14964,14
14965,14
14969,17
14970,26
14971,2
14974,1
14975,1
14976,136
14977,18
14978,52
14979,8
14980,25
14981,19
14982,20
14983,43
14984,53
14985,21
14986,21
14988,6
14989,2
15004,21
15006,9
15009,22
15010,30
15012,31
15013,9
15015,45
15016,77
15165,2
15229,3
15263,3
15286,26
15307,26
15364,26
15377,19
15382,26
15390,88
15391,88
15393,88
15394,88
15395,88
15396,88
15397,88
15449,26
15488,39
15490,21
15526,2
15552,47
15576,369
15577,369
15578,369
15579,369
15580,369
15581,369
15582,369
15597,2
15611,10
15628,33
15629,33
15630,33
15631,33
15632,33
15633,33
15634,33
15635,33
15658,10
15666,23
15682,39
15692,2
15698,15
15700,40
15703,369
15704,369
15705,369
15706,369
15707,369
15708,369
15709,369
15711,26
15712,26
15713,40
15714,47
15718,41
15719,40
15721,369
15722,369
15723,369
15724,369
15725,369
15726,369
15727,369
15728,369
15730,369
15731,369
15732,369
15733,369
15734,369
15735,369
15736,369
15737,369
15740,35
15741,41
15742,16
15743,47
15749,26
15750,26
15752,2
15753,17
15754,41
15756,26
15757,26
15759,18
15760,1
15766,19
15767,1
15769,10
15771,2
15773,42
15775,10
15780,43
15781,24
15782,10
15785,44
15787,44
15788,18
15790,388
15799,397
15804,6
15807,4
15851,6
15869,41
15870,41
15871,41
15917,41
16042,3
16082,43
16114,43
16144,53
16145,53
16179,406
16198,41
16199,41
16200,44
16202,48
16206,48
16211,406
16213,406
16217,406
16234,2
16243,48
16265,9
16270,406
16276,9
16291,25
16292,53
16302,44
16303,406
16307,4
16314,6
16317,7
16325,20
16342,4
16345,7
16357,9
16364,9
16369,8
16382,17
16383,17
16384,17
16385,17
16386,17
16393,53
16394,53
16396,37
16397,25
16399,54
16404,50
16405,51
16406,51
16407,140
16408,5
16410,54
16411,7
16414,19
16415,20
16417,7
16418,21
16424,2
16425,1
16426,3
16427,3
16428,55
16429,56
16432,3
16448,10
16450,28
16454,3
16457,410
16458,410
16465,44
16470,6
16471,44
16473,44
16474,44
16475,57
16476,58
16480,59
16481,44
16483,412
16484,61
16485,413
16487,24
16490,61
16491,61
16496,414
16497,414
16499,22
16503,417
16506,418
16508,23
16510,5
16511,3
16524,27
16538,30
16547,4
16556,2
16564,10
16570,419
16575,4
16591,11
16592,11
16593,11
16594,11
16595,11
16596,11
16597,11
16598,11
16599,11
16600,11
16601,11
16604,10
16605,10
16606,10
16607,10
16608,10
16609,10
16610,10
16611,10
16614,142
16616,22
16622,4
16635,6
16636,6
16637,22
16668,6
16718,6
16749,10
16779,22
16801,26
16822,63
16842,19
16847,4
16867,10
16883,419
16890,26
16969,12
16987,6
16992,22
16993,143
17008,3
17011,3
17014,143
17024,7
17025,7
17046,22
17057,143
17058,143
17060,143
17061,143
17062,143
17063,143
17066,63
17068,4
17069,4
17074,4
17075,4
17077,64
17081,65
17082,4
17083,158
17084,158
17085,160
17094,4
17095,7
17098,12
17099,12
17100,33
17116,7
17117,163
17118,163
17119,12
17120,25
17121,25
17122,6
17123,170
17124,26
17127,170
17131,27
17133,27
17135,6
17136,66
17137,66
17139,181
17140,181
17141,181
17142,181
17147,10
17158,3
17159,4
17161,4
17164,10
17165,11
17170,12
17171,13
17172,13
17173,15
17174,29
17176,6
17178,27
17180,30
17181,13
17182,7
17185,70
17200,14
17202,51
17220,30
17315,22
17325,22
17329,30
17464,7
17465,20
17504,4
17537,22
17549,68
17591,18
17674,66
17676,4
17679,19
17686,45
17691,1
17694,1
17696,7
17698,7
17699,5
17702,7
17703,30
17704,30
17705,419
17715,31
17716,9
17717,9
17718,11
17719,420
17725,71
17727,19
17729,1
17730,7
17731,11
17734,2
17736,7
17738,5
17742,9
17745,44
17747,2
17748,7
17749,3
17752,72
17755,15
17766,4
17768,7
17771,15
17773,193
17780,15
17782,1
17783,66
17784,16
17785,18
17786,19
17787,20
17790,21
17793,1
17794,5
17795,5
17796,2
17797,2
17798,2
17799,31
17800,2
17801,31
17802,5
17810,2
17811,2
17813,3
17814,22
17817,43
17818,43
17819,43
17820,43
17824,2
17825,2
17826,47
17833,2
17834,3
17978,69
18022,22
18159,28
18192,33
18209,424
18242,28
18264,38
18281,8
18306,23
18312,45
18313,8
18314,45
18317,23
18318,33
18321,23
18342,9
18343,3
18344,424
18352,46
18354,6
18357,425
18360,426
18361,426
18362,7
18366,1
18368,33
18370,33
18372,53
18374,53
18375,11
18376,2
18377,53
18384,46
18386,18
18389,1
18390,1
18391,2
18393,33
18395,34
18396,35
18397,67
18399,33
18404,10
18405,11
18406,12
18407,13
18408,14
18409,22
18410,1
18414,195
18415,10
18416,33
18417,22
18418,53
18420,53
18422,26
18423,27
18425,53
18426,21
18428,48
18439,19
18440,32
18442,1
18443,1
18445,34
18446,23
18447,15
18448,16
18450,53
18455,22
18459,23
18462,10
18464,71
18467,1
18469,26
18470,75
18475,34
18476,34
18483,12
18589,21
18630,21
18679,35
18693,36
18724,35
18779,35
18780,35
18794,26
18842,36
18908,21
18909,21
18948,2
18961,3
18963,4
18969,12
18973,6
18975,21
18980,55
18987,12
19008,26
19017,2
19020,436
19021,436
19040,5
19042,54
19044,6
19047,48
19048,48
19049,48
19050,48
19051,48
19053,55
19055,4
19056,43
19065,2
19068,2
19078,38
19084,2
19091,73
19094,5
19097,16
19098,21
19099,25
19101,28
19102,199
19103,200
19104,200
19106,29
19107,201
19108,202
19109,203
19111,25
19114,4
19115,204
19120,18
19122,4
19123,2
19125,6
19126,13
19127,13
19129,7
19131,39
19133,39
19134,24
19135,49
19138,39
19140,2
19151,40
19155,73
19163,1
19164,12
19170,2
19172,1
19176,39
19184,39
19228,26
19243,1
19273,2
19277,6
19332,25
19381,1
19396,13
19430,446
19463,29
19530,1
19534,6
19546,39
19547,39
19548,39
19549,39
19596,2
19601,33
19612,1
19613,1
19631,446
19664,33
19667,29
19674,27
19676,69
19680,13
19694,3
19702,55
19726,26
19728,77
19730,7
19732,14
19733,1
19736,55
19737,2
19738,33
19739,9
19740,449
19745,25
19747,27
19748,27
19749,27
19750,27
19752,6
19755,5
19758,1
19762,450
19763,1
19794,451
19795,12
19797,3
19798,3
19802,7
19808,27
19812,29
19813,2
19815,2
19822,14
19828,77
19829,4
19830,1
19831,29
19835,29
19836,2
19839,90
19842,31
19843,31
19846,3
19847,13
19848,61
19849,61
19850,1
19853,63
19854,64
19855,65
19862,1
19864,39
19865,1
19866,50
19874,10
19875,1
19879,37
19883,4
19884,78
19893,30
19923,43
19952,4
19965,1
19985,53
19986,53
20005,14
20047,8
20059,3
20075,2
20084,50
20086,2
20092,39
20115,32
20122,43
20126,7
20132,4
20139,7
20174,91
20177,3
20244,21
20288,30
20289,30
20295,4
20315,13
20351,36
20354,9
20356,74
20357,74
20358,74
20361,4
20366,66
20392,458
20393,458
20438,1
20468,67
20469,8
20475,3
20476,24
20480,9
20482,9
20483,69
20487,32
20489,3
20490,70
20492,3
20493,71
20494,39
20496,72
20497,8
20501,7
20502,7
20503,4
20504,7
20505,2
20509,73
20510,74
20520,42
20522,15
20523,35
20525,51
20530,75
20531,75
20532,76
20533,77
20534,78
20535,79
20536,6
20539,17
20549,80
20552,81
20553,82
20554,83
20555,1
20557,2
20558,2
20559,2
20560,4
20561,9
20563,5
20564,84
20565,1
20566,85
20568,2
20569,86
20573,87
20574,88
20578,4
20580,10
20583,22
20584,11
20585,35
20593,9
20594,10
20596,9
20598,11
20600,89
20603,6
20605,6
20655,57
20658,1
20674,7
20687,51
20732,26
20782,3
20791,32
20805,3
20806,3
20809,3
20815,3
20839,32
20843,2
20863,3
20875,23
20882,23
20885,23
20895,3
20911,79
20954,33
20968,27
20975,9
20984,79
20999,3
21000,43
21003,27
21005,43
21013,3
21018,79
21019,79
21038,36
21066,16
21068,76
21069,79
21072,79
21074,79
21079,32
21092,13
21093,13
21106,21
21109,21
21138,51
21151,3
21156,5
21157,5
21158,4
21162,5
21163,5
21165,5
21166,37
21167,78
21168,78
21169,78
21170,9
21171,9
21172,78
21173,4
21184,34
21185,34
21187,37
21196,462
21197,4
21198,37
21200,4
21201,4
21202,4
21203,4
21204,4
21205,4
21206,4
21207,4
21214,17
21221,3
21227,238
21229,6
21230,7
21232,7
21234,53
21235,53
21237,8
21238,7
21241,16
21243,8
21246,8
21248,2
21249,8
21261,10
21285,3
21290,5
21408,12
21442,10
21602,18
21635,29
21636,29
21637,29
21639,29
21640,29
21641,29
21646,1
21651,86
21662,10
21686,26
21688,29
21732,26
21758,26
21760,11
21762,12
21765,26
21774,12
21784,1
21788,86
21789,86
21794,7
21795,7
21796,465
21800,10
21816,12
21825,12
21830,51
21831,51
21832,51
21833,51
21834,51
21850,10
21863,91
21865,10
21869,14
21872,11
21875,14
21876,12
21877,37
21879,13
21883,9
21884,12
21888,3
21889,3
21890,215
21895,14
21900,96
21905,3
21912,16
21913,16
