85106,2478
85186,460
84044,1553
85190,1574
85191,1574
85185,1575
85187,1575
85178,1486
83896,1160
85183,1575
85189,1689
84699,1630
84510,1563
85184,1575
84481,171
84257,1165
85181,2480
82660,418
84135,1466
85089,1574
84943,1685
85163,1181
57454,132
70632,252
44212,-482
85170,1573
84365,349
85162,1181
85161,1181
84478,1169
85165,470
85042,1572
85152,547
85158,894
85144,631
85153,1402
85147,216
85117,1203
85030,221
84975,629
85143,661
85142,661
85101,1097
85135,1308
85132,643
85131,1261
85123,1399
83710,1417
85115,714
85114,714
82010,564
84664,907
83566,114
83643,1459
84971,213
84507,448
85048,628
85060,1306
84989,1567
84711,1566
85075,458
85052,222
82283,1260
85050,222
83758,1546
83055,424
83579,1545
82797,1534
83625,1545
62344,995
82804,1534
83709,1417
78449,557
83631,1107
78583,1268
83470,1441
83561,1598
81283,1342
79120,539
83452,924
81540,1386
77108,2351
80464,1236
73884,1401
83548,1544
72334,349
83491,-5
83454,187
83499,187
83308,121
83475,124
83472,124
83459,1201
82899,1406
83389,123
68280,-158
68375,-157
81733,1518
83393,234
83344,348
79978,372
83307,121
71965,1491
71303,1482
69560,1457
59612,1309
82096,134
77005,1559
83273,1542
83168,570
82279,681
81796,1029
83169,175
75925,988
83194,1366
81347,1342
81348,1342
80694,645
80706,645
83108,1535
82369,1399
82119,1393
63827,640
75298,761
77214,789
75299,761
75480,764
83062,425
82984,1534
83043,1365
83000,945
81374,1097
79629,1223
79628,1223
56405,1021
52524,613
71873,474
46730,1058
58385,1229
76101,603
70317,1354
75891,2334
75937,939
55389,177
75340,420
39247,896
47768,1020
75791,1427
60822,1210
58850,1183
75733,-1
75344,943
74099,344
74530,477
75100,1414
75211,706
75438,1290
75427,941
75369,591
75283,653
68662,1199
75296,225
75225,826
17181,503
75053,290
74986,289
74936,933
74920,933
74918,933
74701,35
71720,610
74591,843
72685,946
25575,464
74502,463
74525,631
74514,750
74373,561
58719,415
74086,1233
68666,1330
74031,925
74149,2311
74045,280
73014,901
73255,449
73877,573
73359,829
73781,742
63158,739
63103,545
62870,274
62580,756
62706,153
60989,523
62636,472
62564,729
62483,640
60200,1073
52885,622
62090,152
61497,850
62010,634
61953,746
60717,730
58599,-359
57875,690
61579,1344
61614,97
61555,851
60970,300
60991,-326
61036,39
61056,901
61045,188
61025,-325
51771,1079
59947,510
60868,841
60856,162
60855,162
60854,162
60852,162
60851,162
60850,162
60849,162
60848,162
60847,162
60846,162
60845,162
60844,162
49578,-6
49579,-6
60165,154
60164,154
60108,153
60109,153
49580,-6
49581,-6
49570,-6
49572,-6
57664,255
60712,701
43064,1084
44986,-22
44919,487
44951,890
44799,803
20153,-213
44275,792
44701,353
44689,-221
35666,-20
35667,-20
22673,408
40260,-265
40262,-265
41898,-36
44386,38
34708,-78
32687,-260
42812,325
43310,212
43641,1863
43595,1057
43489,465
38560,997
43080,259
38571,998
42799,254
41845,760
41818,760
42879,325
41286,434
42585,739
42332,0
35792,655
35815,656
41739,-1
39779,213
23877,116
30051,230
39505,210
39181,79
39183,79
33131,-42
30781,255
40971,-272
40926,-273
40602,225
40669,1017
40522,224
40437,256
35870,-140
40098,316
35665,-20
37855,21
33357,89
7905,-252
2322,738
7659,947
4942,738
4941,738
6976,-131
6809,-140
6900,-319
6082,-1
6801,-786
6509,409
6495,69
6029,837
4336,-32
6035,45
4022,-32
6000,-652
5416,773
5397,313
5241,-274
4909,273
3607,273
4232,739
3804,-643
3263,729
3200,730
2920,745
2013,176
85090,1093
85192,1118
85188,1118
85179,1118
85180,2480
77604,1063
85177,1442
84785,1911
83545,1457
84838,1480
85174,982
85173,982
85157,916
85169,845
85168,1532
85167,1260
85164,363
85166,1572
84040,1287
85103,1688
85102,1688
85160,1596
85156,1596
84760,1568
85148,894
85093,1572
85125,1443
85155,147
85154,1230
85038,221
85146,-1
81529,658
85145,329
85139,1145
85037,952
85140,1573
85138,1145
85072,1096
85137,1145
85136,41
85120,953
85116,1401
85126,1402
85130,643
85108,613
85124,1402
85128,1573
85118,449
85122,1402
84666,1125
84663,1125
85112,1401
85109,1401
85051,1306
85121,1401
85111,953
85110,189
84659,1125
85024,215
84863,485
85107,1688
85100,1687
85104,363
85095,1687
85094,1687
85057,953
85098,1531
85082,1574
85096,539
84455,203
85081,1117
85056,844
84382,1689
85080,1117
85079,1117
85071,1096
84847,1526
85077,876
84980,629
82675,1662
84544,1564
85073,1307
84626,1089
84497,512
84500,1520
84482,212
84154,643
84457,203
84165,643
84287,1318
84494,1085
84433,1519
82422,1530
84164,643
84163,643
84432,446
84473,631
84483,865
84468,602
83471,1659
84475,1388
84459,1082
78538,851
76929,472
84469,631
84472,457
84462,659
83711,198
