30916,570
30920,695
30915,1541
30913,1541
30917,1541
30911,1464
30909,1546
30881,1379
30882,1176
30906,271
30905,1464
30903,1503
30902,1503
30899,1463
30609,0
30874,747
30878,179
30875,1463
30876,1432
30869,776
28691,0
30864,1462
30367,167
30862,1462
23684,50
28989,121
29166,734
28990,121
28991,121
30721,281
30852,1544
30851,1462
30665,1330
29396,121
29786,90
30835,1501
30677,17
30370,383
29274,26
29528,35
30099,544
30101,544
29608,530
29591,1395
30397,1413
29788,1525
30692,1007
29204,23
29529,35
29556,247
30671,1493
30592,34
27943,61
30332,592
30615,398
28720,92
30393,472
28758,93
26648,1289
30593,34
30462,1302
30045,355
30501,212
30444,1650
30439,1530
30374,1228
30425,1487
30403,1031
30404,1031
28648,207
30375,1228
30359,1569
30074,8
30298,178
30184,1073
27217,446
30289,19
30039,761
30239,0
29922,3
29897,1
29902,2
28217,311
30180,1127
30166,1126
30134,990
30114,261
30091,261
29079,958
30050,1638
30022,1559
30098,544
29039,958
29526,1409
30028,761
29973,258
29924,3
29923,3
29963,10
29618,704
29805,91
29909,2
29925,3
29816,1507
27544,151
27477,0
29446,1358
26945,1299
28347,168
27534,183
30919,1407
30918,1407
30606,261
30914,1541
30910,1464
30773,1535
30848,1538
30908,1610
30900,1610
30907,1610
30904,1540
30897,1584
30898,1015
30901,569
30896,1609
29804,73
30880,1015
30894,1503
30895,1503
30866,1502
30883,1406
30893,678
30892,678
30891,678
30890,678
30889,678
30888,678
30887,678
30886,678
30885,678
30884,678
30879,179
30867,240
30870,1015
30877,1609
30872,1539
30868,1304
30855,1432
30858,1502
30043,355
30861,1502
30854,1587
30847,1303
30727,770
30860,1608
29803,73
30769,1498
30859,1502
30857,776
30841,1501
30856,776
30809,1581
30846,676
30845,676
30849,1608
30842,35
30850,1462
30838,1576
30843,1014
30844,676
30260,1441
30784,685
30837,567
30839,1607
29792,1512
30774,1241
30840,1501
30744,689
30600,559
30794,1460
30810,405
30834,676
30833,676
30832,676
30831,676
30830,676
30829,676
30828,676
30827,676
30826,676
30825,676
30824,676
30823,676
30822,676
30821,676
30820,676
30819,676
30818,676
30817,676
30816,676
30815,676
30814,676
30813,676
30812,1559
30767,1604
30796,1460
30795,1460
30759,607
30793,1588
30808,1403
30805,1403
30806,1403
30802,1403
30803,1403
30804,1403
30807,1403
30779,1579
30800,1403
30798,1403
30799,1403
30801,1403
30117,90
30778,0
30785,1459
30792,565
30788,1375
30789,1542
30728,174
30366,161
30729,174
30786,1542
30787,1542
30790,1402
30604,732
30603,732
30602,732
30601,732
30730,174
30783,1541
30782,421
30765,1556
30780,1459
30781,1459
30771,1497
30776,1535
30761,1333
30576,1327
30762,1374
30777,1459
30358,1361
30775,1146
30720,1458
30701,1456
30766,1110
30687,1107
30770,1605
29583,554
30768,1604
30076,135
30772,1535
30175,1127
30763,1247
30764,1247
30067,1437
30752,1458
30755,1498
30753,1498
30750,1498
30749,1497
30748,1497
30760,1458
30756,1604
30731,1373
30754,0
30758,1604
30757,1604
30747,1604
27828,489
30751,1458
30693,769
30738,1400
30746,1603
30737,1578
30447,239
30745,1603
30713,1496
30717,1497
30716,1496
30735,1240
30736,1240
30734,1240
30733,1240
30732,1240
30743,672
30742,672
30741,672
30740,672
30739,672
30709,1245
30726,1603
30725,1603
30724,1603
30719,1603
30723,1581
30722,1581
30718,1603
30708,1602
30167,1126
30170,1126
30560,228
30710,1245
30694,1495
30715,1496
30714,1577
30711,1245
30712,1496
30707,1496
30571,1240
30706,1496
30700,1496
30696,1495
30705,671
30334,1380
30698,1238
30704,1602
30703,1602
30702,1602
30699,1238
30697,1238
30695,1602
30678,1398
30686,1601
30690,1494
30691,1007
30689,1495
30258,1481
30681,1495
30685,1601
30688,1495
30682,1495
30680,1495
30684,1495
30683,1495
30672,1455
30529,556
30679,1495
30673,399
30668,1495
30666,1495
30661,1494
30660,1494
30676,670
30675,670
30674,670
30611,1578
30598,1453
30670,279
30667,279
30669,1593
30663,1601
30657,1493
30612,1156
30595,767
30662,768
30610,1578
30656,1493
30658,739
30664,1455
30655,1600
30574,1327
30659,1494
30597,1241
29679,706
30650,1494
30654,1494
30651,1494
30653,1494
30649,1494
30652,1494
30648,1600
30303,756
30647,669
30646,669
30645,669
30644,669
30643,669
30569,1492
30642,669
30568,1492
30566,1491
30525,1490
30641,669
30619,1575
30640,669
30639,669
30638,669
30637,669
30636,669
30635,669
30634,669
30633,669
30632,669
30631,669
30630,669
30629,669
30628,669
30625,669
30627,669
30626,669
30624,669
30623,669
30622,669
30621,669
30620,669
30578,766
30618,1552
30617,1552
30613,547
30614,1156
30616,1552
30607,1536
30605,1536
30573,1154
30572,1154
30464,1591
29801,1544
30596,1535
30599,1535
30023,1436
30377,1362
30587,1369
30589,766
30590,1395
30546,1452
30468,165
30471,165
30469,165
30540,167
30542,168
30585,766
30581,1395
30580,1395
30588,1535
30582,1395
30579,1395
30575,1368
30584,1535
30536,1575
30378,772
30512,764
30577,766
30556,1572
30555,1572
30570,963
30500,1450
30535,1575
30538,1575
30537,1575
30562,1326
30567,1452
30502,1238
30544,1240
30561,1597
28513,938
28499,938
30565,1491
30564,1491
30563,1528
30558,98
30559,98
30532,1597
30434,761
30534,1083
30517,275
30543,1240
30539,1597
30557,1534
30545,395
30531,1491
30530,1491
30524,1490
30554,666
30553,666
30552,666
30551,666
30550,666
30549,666
30548,666
30547,666
30451,1449
30291,1589
30297,1444
30171,1091
30059,1088
30527,1588
30526,1588
30533,1589
30541,1367
30513,764
30528,1527
30523,1597
30521,1527
30516,1596
30520,1527
30479,1526
30522,1527
30518,1527
30519,1490
30478,1526
30503,1588
30506,1588
30514,1490
30515,1596
30387,539
30446,1449
30499,1596
28617,1355
30182,1127
30511,395
30507,394
30498,274
30486,274
30489,1490
30488,1490
30485,1489
30480,1570
30452,1569
30505,1291
30449,1572
30496,1588
30484,1587
30487,1450
30497,1596
30482,1596
30483,1652
30477,1595
30495,664
30494,664
30493,664
30492,664
30491,664
30490,664
30476,1489
30481,1232
30475,1574
29919,377
28602,701
30474,1489
30470,1489
30463,1488
30450,1151
30384,539
30467,1489
30386,539
30385,539
30460,273
30473,11
30472,1526
30456,1573
30368,957
30453,1525
30448,1525
30112,1514
30457,474
30466,663
30459,1488
30465,663
30454,273
30461,1488
30458,1531
30455,273
30361,0
30445,1590
30319,1564
30432,1568
30443,1289
30118,90
30441,1572
30440,1236
30391,552
30442,662
30438,1487
30437,1487
30436,1650
30429,1487
30435,1487
30396,1149
30433,1650
30402,1230
30411,93
30431,1487
30426,761
30427,1487
30430,1487
30428,1487
30356,1286
30424,662
30423,662
30422,662
30421,662
30420,662
30410,1529
30419,662
30418,662
30417,662
30416,662
30415,662
30225,1480
30414,662
30413,662
30412,761
30369,1566
30406,271
30407,271
30409,271
30408,271
30405,1235
30299,267
30399,1235
30398,1235
29976,150
30305,160
30400,661
30392,163
30357,161
30390,1287
30389,1287
30383,1148
30353,161
30380,1234
29244,235
30382,1234
30381,1234
30379,1234
30342,1232
30355,161
30354,161
30341,1232
30340,1232
30339,1232
30376,1362
30371,759
30108,209
30373,551
30372,759
30364,1286
30338,1232
30346,1285
30365,758
30360,1591
30363,1591
30324,1444
30321,1444
30325,1444
30337,757
30352,161
30362,552
30351,1361
30157,1478
30309,260
30329,1415
30349,1569
30347,1590
30350,1569
30344,1444
30345,1285
30322,21
29140,1447
30330,1483
30331,1483
30343,1096
30336,1590
30333,1590
29903,1433
30328,5
30317,1589
30320,1483
30323,1483
30318,1483
30265,1644
30313,469
30314,1483
30316,1483
30286,219
30307,1589
30310,267
30295,1483
30287,1482
30312,1444
30068,1437
30311,1646
30293,1645
30308,1444
30177,1522
30300,1589
30301,1589
30304,1589
30294,1589
30302,1589
30296,1567
30020,1431
30292,613
29781,455
30290,1443
30288,1589
29957,1554
30284,468
30168,1439
30128,1437
30283,1588
30277,1443
30276,1580
30282,1563
30160,230
30233,534
30278,1588
30281,266
30268,1481
30266,1481
30261,1481
30247,1384
30248,1384
30249,1384
30250,1384
